transaction_id,customer_id,customer_name,amount,currency,payment_method,transaction_date,payment_status,failure_reason,customer_history,retry_count,customer_segment,recovered_after_retry,merchant_category,city,device_type
TXN00141,CUST0164,Simran Verma,203.48,INR,UPI,2026-04-29 19:04:26,Failed,Authentication Failure,Occasional Buyer,1,Regular,1.0,Ride-Hailing,Chennai,Mobile App
TXN01451,CUST0208,Vikram Iyer,2940.55,INR,Credit Card,2026-04-29 21:03:54,Success,,Regular Customer,0,Regular,,SaaS Subscription,Mumbai,Mobile App
TXN01255,CUST0254,Gaurav Desai,599.03,INR,Debit Card,2026-04-30 02:56:08,Success,,Occasional Buyer,0,Regular,,Food Delivery,Bengaluru,Mobile App
TXN01246,CUST0203,Shreya Bose,22959.73,INR,UPI,2026-04-30 03:03:33,Success,,Loyal Customer,0,Regular,,Travel & Hotels,Ahmedabad,Mobile App
TXN01106,CUST0297,Joseph Desai,1874.6,INR,Debit Card,2026-04-30 03:03:53,Success,,Regular Customer,0,Regular,,E-commerce,Kolkata,Mobile App
TXN00440,CUST0383,Thomas Mehta,226.01,INR,UPI,2026-04-30 06:01:53,Failed,Bank Server Issue,New Customer,0,New,1.0,Food Delivery,Mumbai,Desktop Web
TXN01322,CUST0118,Meera Mehta,1509.14,INR,Credit Card,2026-04-30 09:57:10,Failed,Insufficient Funds,Occasional Buyer,3,New,0.0,E-commerce,Pune,Mobile App
TXN01093,CUST0360,Kavya Kapoor,357.35,INR,Credit Card,2026-04-30 14:11:29,Failed,Network Failure,New Customer,2,New,1.0,Food Delivery,Bengaluru,Desktop Web
TXN00580,CUST0018,Zoya Pillai,1137.81,INR,Netbanking,2026-04-30 20:48:25,Success,,Regular Customer,0,Regular,,E-commerce,Bengaluru,Mobile App
TXN00101,CUST0208,Vikram Iyer,1030.79,INR,UPI,2026-04-30 22:41:27,Success,,Regular Customer,0,Regular,,E-commerce,Mumbai,Mobile App
TXN01085,CUST0053,Gaurav Nair,2214.32,INR,Credit Card,2026-05-01 05:01:50,Success,,Loyal Customer,0,Premium,,E-commerce,Pune,Desktop Web
TXN00678,CUST0411,Maria Pillai,119.94,INR,Wallet,2026-05-01 11:56:27,Success,,Occasional Buyer,0,New,,Ride-Hailing,Delhi,Desktop Web
TXN00148,CUST0272,Siddharth Gupta,507.47,INR,Netbanking,2026-05-01 14:06:27,Success,,Loyal Customer,0,Premium,,Food Delivery,Chennai,Mobile App
TXN00197,CUST0266,Tanvi Patel,522.18,INR,UPI,2026-05-01 14:28:13,Failed,Authentication Failure,Regular Customer,1,Regular,0.0,E-commerce,Chennai,Mobile App
TXN01069,CUST0409,Vivek Nair,3812.85,INR,Wallet,2026-05-01 15:16:20,Success,,Regular Customer,0,Regular,,SaaS Subscription,Bengaluru,Mobile App
TXN01215,CUST0129,Nisha Sharma,3646.67,INR,Wallet,2026-05-01 17:06:50,Success,,Occasional Buyer,0,Regular,,E-commerce,Bengaluru,Mobile App
TXN00625,CUST0297,Joseph Desai,2600.12,INR,UPI,2026-05-01 21:38:28,Failed,Insufficient Funds,Regular Customer,0,Regular,1.0,E-commerce,Kolkata,Mobile App
TXN00139,CUST0167,Siddharth Singh,826.18,INR,UPI,2026-05-02 02:41:21,Success,,Occasional Buyer,0,New,,SaaS Subscription,Delhi,Mobile Web
TXN00389,CUST0115,Ayesha Pillai,483.77,INR,UPI,2026-05-02 11:49:05,Success,,Occasional Buyer,0,Regular,,Food Delivery,Pune,Mobile Web
TXN00096,CUST0059,Divya Bose,3176.98,INR,UPI,2026-05-02 15:10:58,Success,,Occasional Buyer,0,Premium,,E-commerce,Pune,Desktop Web
TXN01260,CUST0160,Varun Khan,155.07,INR,UPI,2026-05-02 21:53:37,Success,,New Customer,0,New,,Ride-Hailing,Kolkata,Desktop Web
TXN01423,CUST0099,Meera Iyer,2473.75,INR,Netbanking,2026-05-02 23:04:37,Success,,Occasional Buyer,0,Regular,,SaaS Subscription,Delhi,Mobile App
TXN00321,CUST0268,Sunita Thomas,360.4,INR,UPI,2026-05-03 00:37:25,Failed,Network Failure,New Customer,2,New,0.0,Food Delivery,Jaipur,Mobile Web
TXN00723,CUST0335,Geeta Agarwal,520.9,INR,Credit Card,2026-05-03 15:13:16,Failed,Card Declined,Regular Customer,1,Regular,0.0,E-commerce,Delhi,Mobile Web
TXN00472,CUST0019,Priya Pillai,1952.56,INR,Debit Card,2026-05-03 17:19:49,Success,,Regular Customer,0,Regular,,E-commerce,Delhi,Mobile App
TXN00705,CUST0048,Maria Bhatt,2326.94,INR,Credit Card,2026-05-03 19:58:28,Success,,New Customer,0,New,,E-commerce,Bengaluru,Mobile App
TXN01177,CUST0167,Siddharth Singh,613.9,INR,Credit Card,2026-05-03 23:00:58,Failed,Network Failure,Occasional Buyer,1,New,1.0,Food Delivery,Delhi,Mobile App
TXN00097,CUST0097,Amit Pillai,1115.41,INR,Credit Card,2026-05-04 01:39:32,Success,,Regular Customer,0,Regular,,Food Delivery,Bengaluru,Mobile App
TXN01471,CUST0303,Deepak Fernandes,3541.02,INR,Debit Card,2026-05-04 02:40:41,Success,,Occasional Buyer,0,Regular,,E-commerce,Pune,Mobile App
TXN01033,CUST0001,Ayesha Verma,2113.59,INR,UPI,2026-05-04 05:03:18,Success,,Occasional Buyer,0,Regular,,E-commerce,Mumbai,Mobile App
TXN01367,CUST0232,Harsh Chowdhury,1711.85,INR,Debit Card,2026-05-04 05:26:35,Failed,Authentication Failure,Occasional Buyer,3,Regular,0.0,SaaS Subscription,Mumbai,Mobile App
TXN00921,CUST0264,Vikram Rao,2982.38,INR,UPI,2026-05-04 09:01:16,Success,,Regular Customer,0,Regular,,E-commerce,Hyderabad,Desktop Web
TXN00346,CUST0266,Tanvi Patel,1232.32,INR,UPI,2026-05-04 13:31:27,Failed,Network Failure,Regular Customer,3,Regular,0.0,E-commerce,Chennai,Mobile App
TXN00490,CUST0327,Radhika Joshi,287.65,INR,Debit Card,2026-05-04 19:22:45,Failed,Network Failure,Occasional Buyer,1,Regular,0.0,Ride-Hailing,Hyderabad,Mobile App
TXN00955,CUST0100,Harsh Menon,1277.18,INR,UPI,2026-05-04 21:33:29,Failed,Unknown Error,New Customer,0,New,0.0,E-commerce,Pune,Mobile App
TXN00188,CUST0388,Sneha Mehta,2908.09,INR,UPI,2026-05-05 03:01:35,Success,,Occasional Buyer,0,Regular,,E-commerce,Lucknow,Mobile App
TXN01007,CUST0373,Zoya Chowdhury,1931.16,INR,UPI,2026-05-05 05:31:10,Failed,Authentication Failure,New Customer,0,Regular,1.0,SaaS Subscription,Hyderabad,Mobile Web
TXN00838,CUST0345,Ananya Fernandes,9845.45,INR,Wallet,2026-05-05 08:40:15,Success,,Loyal Customer,0,Premium,,Travel & Hotels,Ahmedabad,Desktop Web
TXN01119,CUST0219,Rohan Chowdhury,1646.61,INR,UPI,2026-05-05 09:24:45,Success,,Loyal Customer,0,Regular,,E-commerce,Pune,Mobile App
TXN00686,CUST0146,Kunal Pandey,104.57,INR,UPI,2026-05-05 14:03:36,Success,,Regular Customer,0,Regular,,Food Delivery,Pune,Mobile App
TXN01004,CUST0053,Gaurav Nair,510.17,INR,Netbanking,2026-05-05 15:13:31,Success,,Loyal Customer,0,Premium,,Ride-Hailing,Pune,Mobile Web
TXN00307,CUST0046,Radhika Mehta,6382.08,INR,UPI,2026-05-05 19:27:15,Success,,New Customer,0,New,,Travel & Hotels,Kolkata,Mobile App
TXN01027,CUST0179,Shreya Pandey,622.1,INR,UPI,2026-05-06 00:18:48,Failed,Authentication Failure,Occasional Buyer,0,Premium,0.0,Food Delivery,Ahmedabad,Mobile App
TXN00314,CUST0128,Meera Pandey,2211.22,INR,UPI,2026-05-06 06:39:24,Failed,Insufficient Funds,Regular Customer,0,Regular,1.0,E-commerce,Mumbai,Mobile App
TXN00890,CUST0187,Simran Nair,1945.37,INR,UPI,2026-05-06 12:24:48,Failed,Insufficient Funds,New Customer,1,New,0.0,SaaS Subscription,Jaipur,Mobile Web
TXN00647,CUST0286,Suresh Kapoor,4153.38,INR,Credit Card,2026-05-06 14:58:31,Success,,Loyal Customer,0,Premium,,E-commerce,Bengaluru,Mobile App
TXN00544,CUST0417,Sneha Menon,1288.36,INR,Debit Card,2026-05-07 00:05:55,Success,,Loyal Customer,0,Premium,,E-commerce,Kolkata,Mobile App
TXN01147,CUST0132,Swati Bhatt,23277.09,INR,Credit Card,2026-05-07 02:30:21,Success,,Occasional Buyer,0,Premium,,Travel & Hotels,Bengaluru,Desktop Web
TXN00970,CUST0272,Siddharth Gupta,1000.19,INR,UPI,2026-05-07 04:31:30,Success,,Loyal Customer,0,Premium,,Food Delivery,Chennai,Mobile Web
TXN00419,CUST0225,Rajesh Joshi,2483.4,INR,Credit Card,2026-05-07 05:08:10,Success,,Regular Customer,0,Regular,,E-commerce,Mumbai,Mobile App
TXN00702,CUST0194,Aditya Nair,511.11,INR,Wallet,2026-05-07 08:29:54,Success,,Regular Customer,0,Regular,,Food Delivery,Delhi,Mobile App
TXN00320,CUST0007,Zoya Gupta,1477.05,INR,UPI,2026-05-07 15:21:59,Success,,New Customer,0,New,,E-commerce,Mumbai,Mobile App
TXN01077,CUST0051,Arjun Sharma,718.26,INR,Debit Card,2026-05-07 19:39:39,Success,,New Customer,0,New,,SaaS Subscription,Mumbai,Desktop Web
TXN00758,CUST0336,Rajesh Fernandes,3684.05,INR,UPI,2026-05-07 22:52:24,Success,,Regular Customer,0,Premium,,SaaS Subscription,Bengaluru,Mobile Web
TXN00253,CUST0369,Kiran Thomas,2920.52,INR,UPI,2026-05-08 05:36:09,Success,,Loyal Customer,0,Premium,,E-commerce,Bengaluru,Mobile App
TXN00528,CUST0310,Meera Pandey,217.13,INR,Netbanking,2026-05-08 06:41:39,Success,,New Customer,0,New,,Food Delivery,Bengaluru,Mobile App
TXN01016,CUST0222,Maria Mehta,622.01,INR,Netbanking,2026-05-08 11:40:31,Success,,Regular Customer,0,Premium,,Ride-Hailing,Hyderabad,Mobile App
TXN00994,CUST0342,Ayesha Rao,578.12,INR,Credit Card,2026-05-08 15:27:54,Success,,Loyal Customer,0,New,,Food Delivery,Bengaluru,Mobile Web
TXN00431,CUST0329,Zoya Joshi,2067.01,INR,UPI,2026-05-08 18:01:23,Failed,Insufficient Funds,Loyal Customer,0,Premium,1.0,E-commerce,Pune,Mobile App
TXN00893,CUST0340,Abhishek Kapoor,521.65,INR,UPI,2026-05-08 19:09:42,Success,,Occasional Buyer,0,Premium,,Food Delivery,Kolkata,Desktop Web
TXN01324,CUST0181,Sneha Menon,192.93,INR,Credit Card,2026-05-09 07:41:29,Success,,Regular Customer,0,Regular,,Food Delivery,Bengaluru,Mobile App
TXN00850,CUST0159,Vivek Sharma,395.22,INR,UPI,2026-05-09 07:47:43,Success,,New Customer,0,New,,Ride-Hailing,Mumbai,Mobile App
TXN00710,CUST0102,Amit Chowdhury,2809.42,INR,Credit Card,2026-05-09 11:47:19,Failed,Insufficient Funds,New Customer,2,New,0.0,E-commerce,Mumbai,Mobile App
TXN01191,CUST0272,Siddharth Gupta,529.79,INR,UPI,2026-05-09 15:01:54,Success,,Loyal Customer,0,Premium,,Ride-Hailing,Chennai,Mobile App
TXN00810,CUST0341,Farhan Kulkarni,300.11,INR,Debit Card,2026-05-09 17:32:24,Success,,Occasional Buyer,0,New,,Food Delivery,Mumbai,Mobile App
TXN00516,CUST0216,Rahul Verma,244.74,INR,Wallet,2026-05-09 18:44:47,Success,,Occasional Buyer,0,Regular,,Ride-Hailing,Pune,Mobile App
TXN00460,CUST0242,Amit Iyer,11750.25,INR,Wallet,2026-05-09 18:48:59,Success,,Occasional Buyer,0,Regular,,Travel & Hotels,Bengaluru,Mobile App
TXN00205,CUST0304,Joseph Bhatt,342.83,INR,UPI,2026-05-10 14:24:13,Failed,Network Failure,Regular Customer,1,Regular,0.0,Food Delivery,Bengaluru,Desktop Web
TXN01051,CUST0190,Nikhil Iyer,8350.19,INR,Debit Card,2026-05-10 20:00:40,Failed,Expired Card,Loyal Customer,1,Premium,0.0,Travel & Hotels,Delhi,Mobile App
TXN00691,CUST0313,Tanvi Sharma,1190.38,INR,UPI,2026-05-11 05:07:48,Failed,Card Declined,Regular Customer,0,Regular,0.0,E-commerce,Mumbai,Mobile App
TXN00289,CUST0340,Abhishek Kapoor,2780.88,INR,Debit Card,2026-05-11 12:30:22,Success,,Occasional Buyer,0,Premium,,SaaS Subscription,Kolkata,Mobile App
TXN00164,CUST0030,Pooja Pillai,99.59,INR,Credit Card,2026-05-11 14:45:30,Failed,Expired Card,New Customer,1,New,0.0,Ride-Hailing,Mumbai,Mobile App
TXN00176,CUST0158,Meera Bose,1660.16,INR,Debit Card,2026-05-11 17:03:25,Failed,Insufficient Funds,New Customer,1,Regular,0.0,E-commerce,Jaipur,Desktop Web
TXN01444,CUST0135,Swati Sharma,3220.34,INR,Netbanking,2026-05-11 19:29:25,Success,,Regular Customer,0,Regular,,SaaS Subscription,Kolkata,Desktop Web
TXN00534,CUST0046,Radhika Mehta,3317.26,INR,Credit Card,2026-05-11 23:57:28,Failed,Insufficient Funds,New Customer,1,New,0.0,Travel & Hotels,Kolkata,Mobile App
TXN00786,CUST0077,Vikram Reddy,655.04,INR,Debit Card,2026-05-12 00:42:32,Success,,Regular Customer,0,Regular,,E-commerce,Lucknow,Mobile Web
TXN01089,CUST0055,Siddharth Iyer,8955.92,INR,Credit Card,2026-05-12 09:07:07,Success,,Occasional Buyer,0,Regular,,Travel & Hotels,Mumbai,Mobile App
TXN01179,CUST0056,Ramesh Kulkarni,4530.1,INR,Credit Card,2026-05-12 12:00:42,Failed,Unknown Error,New Customer,1,New,0.0,E-commerce,Bengaluru,Desktop Web
TXN01107,CUST0320,Kunal Bose,10185.28,INR,Netbanking,2026-05-12 12:49:11,Success,,New Customer,0,Regular,,Travel & Hotels,Hyderabad,Mobile Web
TXN00612,CUST0010,Tanvi Joshi,669.3,INR,Debit Card,2026-05-12 17:30:24,Failed,Authentication Failure,Regular Customer,0,Regular,1.0,Food Delivery,Bengaluru,Mobile App
TXN00184,CUST0299,Ayesha Sharma,3739.7,INR,Debit Card,2026-05-12 17:45:51,Success,,Regular Customer,0,Regular,,SaaS Subscription,Delhi,Mobile Web
TXN00082,CUST0385,Zoya Gupta,603.33,INR,UPI,2026-05-13 09:54:53,Success,,Regular Customer,0,Regular,,Food Delivery,Mumbai,Mobile Web
TXN01138,CUST0198,Suresh Kulkarni,2667.8,INR,UPI,2026-05-13 10:42:19,Failed,Network Failure,New Customer,1,New,1.0,E-commerce,Bengaluru,Desktop Web
TXN00680,CUST0212,Abhishek Joshi,593.49,INR,Wallet,2026-05-13 23:59:41,Success,,Regular Customer,0,Premium,,Ride-Hailing,Delhi,Mobile Web
TXN00957,CUST0146,Kunal Pandey,504.25,INR,Debit Card,2026-05-14 00:19:31,Failed,Insufficient Funds,Regular Customer,3,Regular,1.0,Ride-Hailing,Pune,Mobile App
TXN01166,CUST0126,Maria Joshi,10916.57,INR,UPI,2026-05-14 07:43:10,Success,,Loyal Customer,0,Regular,,Travel & Hotels,Bengaluru,Mobile App
TXN00577,CUST0207,Rahul Kapoor,3076.06,INR,Netbanking,2026-05-14 09:02:54,Success,,Loyal Customer,0,Regular,,SaaS Subscription,Delhi,Mobile App
TXN00779,CUST0083,Manish Patel,1409.1,INR,UPI,2026-05-14 15:39:40,Success,,New Customer,0,New,,E-commerce,Hyderabad,Desktop Web
TXN00574,CUST0108,Priya Fernandes,4199.73,INR,Credit Card,2026-05-15 10:43:45,Success,,Loyal Customer,0,Regular,,E-commerce,Pune,Mobile App
TXN00295,CUST0111,Priya Khan,1375.85,INR,UPI,2026-05-15 14:11:32,Success,,New Customer,0,Regular,,E-commerce,Pune,Mobile App
TXN01330,CUST0056,Ramesh Kulkarni,136.9,INR,UPI,2026-05-15 21:33:08,Success,,New Customer,0,New,,Ride-Hailing,Bengaluru,Mobile App
TXN00718,CUST0117,Vikram Mehta,764.06,INR,UPI,2026-05-15 23:22:27,Success,,Regular Customer,0,Regular,,E-commerce,Mumbai,Mobile App
TXN00573,CUST0339,Shreya Nair,2509.15,INR,UPI,2026-05-16 01:11:05,Failed,Insufficient Funds,New Customer,3,Regular,0.0,SaaS Subscription,Jaipur,Mobile App
TXN00558,CUST0302,Ayesha Verma,511.69,INR,UPI,2026-05-16 05:20:33,Success,,Regular Customer,0,Regular,,E-commerce,Bengaluru,Mobile App
TXN00231,CUST0294,Simran Kulkarni,468.36,INR,UPI,2026-05-16 10:46:34,Failed,Network Failure,Occasional Buyer,2,Premium,1.0,Ride-Hailing,Bengaluru,Mobile App
TXN00418,CUST0371,Sneha Agarwal,1213.43,INR,Debit Card,2026-05-16 11:50:40,Success,,Loyal Customer,0,Regular,,E-commerce,Pune,Mobile App
TXN00603,CUST0413,Manish Kapoor,850.44,INR,Debit Card,2026-05-16 15:52:26,Success,,Loyal Customer,0,New,,SaaS Subscription,Pune,Mobile App
TXN01140,CUST0060,Vivek Sharma,648.23,INR,UPI,2026-05-16 21:16:17,Failed,Authentication Failure,Loyal Customer,0,Premium,1.0,Food Delivery,Chennai,Mobile App
TXN00034,CUST0173,Siddharth Gupta,224.57,INR,UPI,2026-05-17 00:48:17,Failed,Bank Server Issue,New Customer,3,New,0.0,Ride-Hailing,Hyderabad,Mobile App
TXN00019,CUST0092,Nikhil Rao,2161.16,INR,Credit Card,2026-05-17 09:57:36,Failed,Card Declined,Loyal Customer,0,Regular,0.0,E-commerce,Hyderabad,Mobile App
TXN00802,CUST0107,Arjun Bose,224.48,INR,Debit Card,2026-05-17 13:51:01,Success,,Loyal Customer,0,Regular,,Ride-Hailing,Chennai,Mobile App
TXN00908,CUST0348,Aditya Nair,2213.85,INR,Credit Card,2026-05-17 20:17:44,Success,,Occasional Buyer,0,Regular,,SaaS Subscription,Delhi,Mobile App
TXN00279,CUST0402,Ananya Gupta,270.87,INR,Debit Card,2026-05-18 04:42:18,Failed,Insufficient Funds,New Customer,3,New,0.0,E-commerce,Kolkata,Desktop Web
TXN00923,CUST0323,Siddharth Bose,13723.99,INR,Debit Card,2026-05-18 19:12:08,Success,,Occasional Buyer,0,New,,Travel & Hotels,Bengaluru,Mobile App
TXN00529,CUST0063,Sneha Singh,2134.59,INR,UPI,2026-05-18 22:56:44,Success,,Loyal Customer,0,Regular,,E-commerce,Bengaluru,Mobile App
TXN01421,CUST0282,Imran Patel,5262.14,INR,UPI,2026-05-19 02:51:44,Failed,Insufficient Funds,Regular Customer,0,Premium,1.0,SaaS Subscription,Ahmedabad,Desktop Web
TXN00232,CUST0145,Abhishek Iyer,4986.42,INR,Debit Card,2026-05-19 10:43:59,Success,,New Customer,0,New,,Travel & Hotels,Ahmedabad,Mobile Web
TXN00814,CUST0109,Joseph Khan,4106.34,INR,Wallet,2026-05-19 11:31:13,Success,,Loyal Customer,0,Premium,,E-commerce,Bengaluru,Mobile App
TXN00522,CUST0198,Suresh Kulkarni,16680.06,INR,UPI,2026-05-19 19:27:00,Failed,Card Declined,New Customer,1,New,0.0,Travel & Hotels,Bengaluru,Mobile App
TXN00495,CUST0218,Divya Joshi,715.04,INR,Credit Card,2026-05-19 20:36:09,Success,,Regular Customer,0,Regular,,E-commerce,Bengaluru,Mobile Web
TXN01030,CUST0403,Gaurav Chowdhury,402.88,INR,UPI,2026-05-20 03:02:59,Success,,Occasional Buyer,0,New,,Food Delivery,Chennai,Mobile App
TXN01122,CUST0068,Kiran Iyer,8912.04,INR,Debit Card,2026-05-20 23:43:53,Success,,Loyal Customer,0,Premium,,Travel & Hotels,Kolkata,Desktop Web
TXN00311,CUST0347,Deepak Fernandes,139.54,INR,UPI,2026-05-21 01:59:13,Success,,New Customer,0,New,,Ride-Hailing,Ahmedabad,Mobile App
TXN01248,CUST0089,Amit Sharma,2410.4,INR,Netbanking,2026-05-21 08:16:06,Success,,Loyal Customer,0,Premium,,E-commerce,Mumbai,Mobile App
TXN00434,CUST0367,Rohan Fernandes,2542.58,INR,Debit Card,2026-05-21 09:32:00,Failed,Bank Server Issue,Regular Customer,3,Regular,1.0,E-commerce,Bengaluru,Mobile App
TXN00993,CUST0241,Pooja Kulkarni,19678.22,INR,Debit Card,2026-05-21 11:44:41,Success,,Loyal Customer,0,Regular,,Travel & Hotels,Bengaluru,Mobile App
TXN00811,CUST0168,Rohan Mehta,1115.32,INR,UPI,2026-05-21 15:33:44,Failed,Card Declined,Regular Customer,0,New,0.0,E-commerce,Pune,Mobile Web
TXN00215,CUST0130,Siddharth Thomas,327.07,INR,Credit Card,2026-05-21 19:07:37,Success,,Occasional Buyer,0,Regular,,Ride-Hailing,Mumbai,Mobile App
TXN00879,CUST0165,Anjali Iyer,2230.88,INR,UPI,2026-05-21 19:16:49,Success,,Occasional Buyer,0,Regular,,E-commerce,Mumbai,Mobile App
TXN00785,CUST0262,Siddharth Nair,202.31,INR,Credit Card,2026-05-21 21:51:34,Failed,Expired Card,Regular Customer,0,Regular,1.0,Ride-Hailing,Delhi,Mobile App
TXN00746,CUST0104,Vivek Chowdhury,811.59,INR,Credit Card,2026-05-22 02:57:12,Success,,Regular Customer,0,New,,E-commerce,Chennai,Desktop Web
TXN00977,CUST0011,Ishita Patel,479.69,INR,UPI,2026-05-22 04:03:24,Success,,Loyal Customer,0,Premium,,Food Delivery,Pune,Desktop Web
TXN01432,CUST0214,Rahul Malhotra,1287.88,INR,UPI,2026-05-22 09:34:00,Failed,Insufficient Funds,Occasional Buyer,1,Regular,0.0,Food Delivery,Ahmedabad,Mobile Web
TXN00602,CUST0393,Lakshmi Bhatt,577.69,INR,UPI,2026-05-22 09:37:21,Success,,New Customer,0,New,,E-commerce,Ahmedabad,Mobile Web
TXN00038,CUST0165,Anjali Iyer,4676.4,INR,Wallet,2026-05-22 12:39:37,Success,,Occasional Buyer,0,Regular,,E-commerce,Mumbai,Mobile Web
TXN00140,CUST0245,Deepak Desai,2781.28,INR,UPI,2026-05-22 16:14:29,Failed,Insufficient Funds,Occasional Buyer,3,Regular,0.0,SaaS Subscription,Pune,Desktop Web
TXN01039,CUST0226,Siddharth Verma,383.31,INR,UPI,2026-05-22 16:22:06,Success,,Occasional Buyer,0,New,,Food Delivery,Ahmedabad,Mobile Web
TXN01272,CUST0108,Priya Fernandes,1417.95,INR,Credit Card,2026-05-23 01:07:41,Success,,Loyal Customer,0,Regular,,E-commerce,Pune,Mobile Web
TXN00515,CUST0222,Maria Mehta,7784.36,INR,UPI,2026-05-23 07:37:11,Success,,Regular Customer,0,Premium,,SaaS Subscription,Hyderabad,Mobile App
TXN01481,CUST0101,Rahul Patel,482.75,INR,Credit Card,2026-05-23 10:54:31,Failed,Bank Server Issue,New Customer,2,New,1.0,E-commerce,Bengaluru,Mobile App
TXN01098,CUST0161,Kiran Singh,1487.6,INR,UPI,2026-05-23 16:41:27,Failed,Network Failure,New Customer,2,New,0.0,SaaS Subscription,Mumbai,Mobile App
TXN01489,CUST0255,Pooja Joshi,2190.84,INR,Wallet,2026-05-23 19:10:20,Success,,Regular Customer,0,Regular,,SaaS Subscription,Hyderabad,Desktop Web
TXN00905,CUST0259,Vivek Bose,369.85,INR,UPI,2026-05-23 20:43:37,Success,,Regular Customer,0,Regular,,Ride-Hailing,Chennai,Mobile App
TXN00620,CUST0415,Ishita Pandey,2022.85,INR,Debit Card,2026-05-24 02:18:17,Success,,Occasional Buyer,0,Regular,,E-commerce,Bengaluru,Desktop Web
TXN00312,CUST0325,Shreya Bose,556.79,INR,Debit Card,2026-05-24 05:34:22,Failed,Authentication Failure,Occasional Buyer,1,New,0.0,E-commerce,Bengaluru,Mobile App
TXN01352,CUST0230,Priya Sharma,205.91,INR,Wallet,2026-05-24 08:26:14,Failed,Bank Server Issue,Regular Customer,2,Regular,1.0,Food Delivery,Hyderabad,Mobile App
TXN00244,CUST0286,Suresh Kapoor,741.53,INR,Credit Card,2026-05-24 09:47:09,Failed,Insufficient Funds,Loyal Customer,1,Premium,0.0,Food Delivery,Bengaluru,Mobile App
TXN00339,CUST0330,Anjali Bose,1580.15,INR,Debit Card,2026-05-24 15:10:22,Success,,New Customer,0,New,,SaaS Subscription,Lucknow,Desktop Web
TXN01172,CUST0295,Karthik Rao,1514.97,INR,UPI,2026-05-24 15:19:45,Failed,Network Failure,Regular Customer,0,Premium,1.0,SaaS Subscription,Kolkata,Mobile App
TXN01162,CUST0286,Suresh Kapoor,3505.96,INR,UPI,2026-05-24 15:44:36,Success,,Loyal Customer,0,Premium,,E-commerce,Bengaluru,Mobile App
TXN01328,CUST0138,Simran Verma,908.65,INR,Netbanking,2026-05-24 18:58:18,Success,,Regular Customer,0,New,,E-commerce,Jaipur,Mobile Web
TXN01057,CUST0187,Simran Nair,275.43,INR,Debit Card,2026-05-24 19:01:31,Success,,New Customer,0,New,,Food Delivery,Jaipur,Mobile App
TXN00536,CUST0286,Suresh Kapoor,306.92,INR,Wallet,2026-05-24 20:53:16,Success,,Loyal Customer,0,Premium,,Ride-Hailing,Bengaluru,Mobile Web
TXN01299,CUST0228,Farhan Bhatt,541.56,INR,Debit Card,2026-05-24 21:04:50,Failed,Card Declined,Regular Customer,1,Regular,0.0,E-commerce,Bengaluru,Mobile Web
TXN00426,CUST0248,Ramesh Patel,1436.56,INR,Debit Card,2026-05-24 22:31:12,Success,,Occasional Buyer,0,Regular,,E-commerce,Delhi,Mobile Web
TXN00997,CUST0390,Meera Kulkarni,1988.25,INR,UPI,2026-05-25 00:57:35,Success,,New Customer,0,New,,SaaS Subscription,Delhi,Mobile App
TXN01050,CUST0387,Deepak Menon,278.02,INR,UPI,2026-05-25 04:35:09,Failed,Network Failure,Occasional Buyer,0,Regular,1.0,Food Delivery,Kolkata,Mobile App
TXN00467,CUST0393,Lakshmi Bhatt,188.42,INR,UPI,2026-05-25 04:54:23,Success,,New Customer,0,New,,Ride-Hailing,Ahmedabad,Mobile App
TXN00834,CUST0103,Lakshmi Bose,1065.87,INR,Credit Card,2026-05-25 18:46:23,Success,,New Customer,0,New,,E-commerce,Ahmedabad,Mobile App
TXN00871,CUST0319,Karthik Menon,268.38,INR,Debit Card,2026-05-25 19:59:18,Success,,Regular Customer,0,Regular,,Ride-Hailing,Kolkata,Mobile App
TXN00668,CUST0213,Shreya Khan,1305.21,INR,UPI,2026-05-26 03:36:04,Success,,Occasional Buyer,0,New,,E-commerce,Bengaluru,Mobile App
TXN01266,CUST0269,Farhan Desai,1667.99,INR,UPI,2026-05-26 06:44:27,Failed,Network Failure,New Customer,0,New,0.0,E-commerce,Hyderabad,Mobile App
TXN01262,CUST0030,Pooja Pillai,3800.85,INR,Credit Card,2026-05-26 10:27:08,Success,,New Customer,0,New,,E-commerce,Mumbai,Mobile App
TXN01040,CUST0174,Meera Fernandes,1093.9,INR,UPI,2026-05-26 13:48:01,Success,,Regular Customer,0,Regular,,E-commerce,Chennai,Mobile App
TXN01244,CUST0390,Meera Kulkarni,1041.64,INR,Netbanking,2026-05-26 15:11:34,Failed,Insufficient Funds,New Customer,1,New,0.0,E-commerce,Delhi,Mobile App
TXN00791,CUST0137,Kunal Pillai,6756.76,INR,Debit Card,2026-05-27 01:41:18,Success,,Regular Customer,0,New,,Travel & Hotels,Hyderabad,Mobile App
TXN00293,CUST0019,Priya Pillai,4160.37,INR,Netbanking,2026-05-27 03:11:27,Failed,Insufficient Funds,Regular Customer,0,Regular,1.0,E-commerce,Delhi,Desktop Web
TXN00327,CUST0215,Anjali Kulkarni,1374.02,INR,UPI,2026-05-27 04:28:53,Failed,Authentication Failure,Loyal Customer,0,Regular,0.0,SaaS Subscription,Ahmedabad,Mobile App
